observation_id,observed_at_utc,observer,match_id,competition_code,home_team,away_team,kickoff_utc,match_status_at_observation,within_freeze_window,expected_backend_outcome,actual_backend_outcome,freeze_record_present,diagnostic_present,diagnostic_type,variant_pair_complete,snapshot_frozen_at,freeze_lead_hours,duplicate_record_detected,pending_visible_correctly,settlement_state,post_match_link_ok,evidence_ref,notes,covered_case_ids,row_verdict
OBS-20260310-205810-544483,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544483,PD,team:football-data:81,team:football-data:559,2026-03-15T15:15:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-28.json,TOO_EARLY: lead=114.28h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544484,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544484,PD,team:football-data:90,team:football-data:558,2026-03-15T17:30:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-28.json,TOO_EARLY: lead=116.53h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544490,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544490,PD,team:football-data:92,team:football-data:79,2026-03-15T20:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-28.json,TOO_EARLY: lead=119.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544489,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544489,PD,team:football-data:87,team:football-data:88,2026-03-16T20:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-28.json,TOO_EARLY: lead=143.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544500,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544500,PD,team:football-data:94,team:football-data:92,2026-03-20T20:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=239.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544493,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544493,PD,team:football-data:285,team:football-data:89,2026-03-21T13:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=256.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544494,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544494,PD,team:football-data:80,team:football-data:82,2026-03-21T15:15:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=258.28h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544495,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544495,PD,team:football-data:88,team:football-data:1048,2026-03-21T17:30:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=260.53h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544499,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544499,PD,team:football-data:79,team:football-data:298,2026-03-21T17:30:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=260.53h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544496,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544496,PD,team:football-data:559,team:football-data:95,2026-03-21T20:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=263.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544492,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544492,PD,team:football-data:81,team:football-data:87,2026-03-22T13:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=280.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544497,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544497,PD,team:football-data:558,team:football-data:263,2026-03-22T15:15:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=282.28h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544491,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544491,PD,team:football-data:77,team:football-data:90,2026-03-22T17:30:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=284.53h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544498,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544498,PD,team:football-data:86,team:football-data:78,2026-03-22T20:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-29.json,TOO_EARLY: lead=287.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544501,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544501,PD,team:football-data:263,team:football-data:79,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544502,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544502,PD,team:football-data:78,team:football-data:81,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544503,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544503,PD,team:football-data:90,team:football-data:80,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544504,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544504,PD,team:football-data:298,team:football-data:94,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544505,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544505,PD,team:football-data:89,team:football-data:86,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544506,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544506,PD,team:football-data:1048,team:football-data:559,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544507,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544507,PD,team:football-data:82,team:football-data:77,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544508,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544508,PD,team:football-data:95,team:football-data:558,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544509,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544509,PD,team:football-data:87,team:football-data:285,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544510,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544510,PD,team:football-data:92,team:football-data:88,2026-04-05T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-30.json,TOO_EARLY: lead=603.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544512,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544512,PD,team:football-data:81,team:football-data:80,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544513,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544513,PD,team:football-data:558,team:football-data:1048,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544514,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544514,PD,team:football-data:285,team:football-data:95,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544515,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544515,PD,team:football-data:89,team:football-data:87,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544516,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544516,PD,team:football-data:92,team:football-data:263,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544517,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544517,PD,team:football-data:559,team:football-data:78,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544518,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544518,PD,team:football-data:79,team:football-data:90,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544519,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544519,PD,team:football-data:88,team:football-data:82,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544520,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544520,PD,team:football-data:86,team:football-data:298,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544511,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544511,PD,team:football-data:77,team:football-data:94,2026-04-12T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-31.json,TOO_EARLY: lead=771.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544521,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544521,PD,team:football-data:263,team:football-data:89,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544522,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544522,PD,team:football-data:90,team:football-data:86,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
OBS-20260310-205810-544523,2026-03-10T20:58:10.584Z,AutomatedTrackA-v1,match:football-data:544523,PD,team:football-data:80,team:football-data:88,2026-04-26T00:00:00Z,SCHEDULED,no,NO_FREEZE_EXPECTED,NO_FREEZE,no,no,none,n.a.,,,no,n.a.,n.a.,n.a.,log://sp-api.log:lines=3461|lastCycleLine=3207|cycles=7|store://forward-validation.json:records=0|savedAt=2026-03-10T13:44:43.202Z|cache://football-data/PD/season:football-data:2429/matchday-32.json,TOO_EARLY: lead=1107.03h > FREEZE_MAX_LEAD_H=48h.,B2,PASS
